Date,Crop_Product,Category,Quantity_Sold_Demanded_kg,Price_per_kg_INR,Location,State,Season_Month,Weather_Festival_Info
2024-09-13,Orange,Fruit,295,77.28,Jaipur,Rajasthan,Monsoon (September),Rainy
2024-04-14,Peas,Vegetable,231,56.6,Lucknow,Uttar Pradesh,Summer (April),Hot
2024-01-04,Litchi,Fruit,109,118.27,Guwahati,Assam,Winter (January),Cold
2023-06-15,Pomegranate,Fruit,213,111.38,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2024-04-01,Garlic,Vegetable,145,89.91,Guwahati,Assam,Summer (April),Hot
2023-08-24,Sapota,Fruit,162,65.88,Bangalore,Karnataka,Monsoon (August),Rainy
2024-12-23,Bitter Gourd,Vegetable,143,35.37,Lucknow,Uttar Pradesh,Winter (December),Cold
2023-08-23,Beetroot,Vegetable,184,38.27,Bangalore,Karnataka,Monsoon (August),Rainy
2023-01-06,Garlic,Vegetable,257,79.44,Bangalore,Karnataka,Winter (January),Cold
2024-09-05,Ginger,Vegetable,243,70.32,Chennai,Tamil Nadu,Monsoon (September),Rainy
2024-10-07,Coconut,Fruit,297,36.07,Kochi,Kerala,Autumn (October),Mild
2023-10-14,Onion,Vegetable,706,35.21,Hyderabad,Telangana,Autumn (October),Mild
2024-04-24,Pomegranate,Fruit,239,164.96,Mumbai,Maharashtra,Summer (April),Hot
2023-06-20,Onion,Vegetable,460,39.22,Kolkata,West Bengal,Monsoon (June),Rainy
2023-12-25,Strawberry,Fruit,186,105.42,Kolkata,West Bengal,Winter (December),Cold | Christmas
2023-05-24,Papaya,Fruit,331,19.26,Patna,Bihar,Summer (May),Hot
2023-10-19,Banana,Fruit,246,62.0,Guwahati,Assam,Autumn (October),Mild
2023-01-20,Ginger,Vegetable,170,78.28,Kolkata,West Bengal,Winter (January),Cold
2023-12-14,Garlic,Vegetable,237,70.93,Ahmedabad,Gujarat,Winter (December),Cold
2024-07-08,Ginger,Vegetable,175,76.98,Kolkata,West Bengal,Monsoon (July),Rainy
2023-03-11,Ginger,Vegetable,123,98.24,Chandigarh,Punjab,Summer (March),Hot
2023-08-08,Sapota,Fruit,162,65.91,Bangalore,Karnataka,Monsoon (August),Rainy
2024-03-31,Beetroot,Vegetable,269,27.02,Kolkata,West Bengal,Summer (March),Hot
2023-11-17,Brinjal,Vegetable,247,36.72,Kochi,Kerala,Autumn (November),Mild
2024-11-15,Pomegranate,Fruit,357,100.23,Hyderabad,Telangana,Autumn (November),Mild
2023-03-18,Mango,Fruit,653,82.03,Mumbai,Maharashtra,Summer (March),Hot
2024-09-04,Strawberry,Fruit,87,161.46,Kochi,Kerala,Monsoon (September),Rainy
2023-05-25,Radish,Vegetable,195,22.47,Jaipur,Rajasthan,Summer (May),Hot
2023-05-07,Pomegranate,Fruit,204,141.9,Jaipur,Rajasthan,Summer (May),Hot
2024-09-30,Pineapple,Fruit,216,54.07,Lucknow,Uttar Pradesh,Monsoon (September),Rainy
2024-03-08,Custard Apple,Fruit,168,126.69,Mumbai,Maharashtra,Summer (March),Hot | Maha Shivratri
2024-11-10,Coconut,Fruit,356,39.49,Bangalore,Karnataka,Autumn (November),Mild
2024-09-04,Cauliflower,Vegetable,287,29.64,Chennai,Tamil Nadu,Monsoon (September),Rainy
2024-04-29,Muskmelon,Fruit,426,31.06,Bangalore,Karnataka,Summer (April),Hot
2023-02-11,Mango,Fruit,407,68.41,Lucknow,Uttar Pradesh,Winter (February),Cold
2023-05-14,Spinach,Vegetable,175,22.93,Guwahati,Assam,Summer (May),Hot
2024-11-21,Muskmelon,Fruit,232,41.93,Hyderabad,Telangana,Autumn (November),Mild
2024-06-27,Custard Apple,Fruit,173,99.25,Delhi,Delhi,Monsoon (June),Rainy
2024-07-26,Potato,Vegetable,543,32.91,Bangalore,Karnataka,Monsoon (July),Rainy
2023-04-13,Pomegranate,Fruit,200,144.0,Hyderabad,Telangana,Summer (April),Hot
2023-06-15,Pumpkin,Vegetable,314,27.63,Mumbai,Maharashtra,Monsoon (June),Rainy
2023-04-26,Mango,Fruit,591,68.09,Chennai,Tamil Nadu,Summer (April),Hot
2023-12-01,Muskmelon,Fruit,203,35.43,Lucknow,Uttar Pradesh,Winter (December),Cold
2023-01-28,Carrot,Vegetable,344,22.54,Patna,Bihar,Winter (January),Cold
2024-05-27,Radish,Vegetable,106,23.77,Shimla,Himachal Pradesh,Summer (May),Hot
2023-08-18,Apple,Fruit,264,161.93,Jaipur,Rajasthan,Monsoon (August),Rainy
2024-09-16,Bottle Gourd,Vegetable,338,23.0,Chennai,Tamil Nadu,Monsoon (September),Rainy
2023-01-30,Guava,Fruit,266,40.41,Kolkata,West Bengal,Winter (January),Cold
2023-10-24,Muskmelon,Fruit,194,43.65,Chandigarh,Punjab,Autumn (October),Mild
2023-04-17,Potato,Vegetable,523,26.32,Guwahati,Assam,Summer (April),Hot
2024-04-09,Litchi,Fruit,271,83.31,Ahmedabad,Gujarat,Summer (April),Hot | Ugadi/Gudi Padwa
2023-12-29,Papaya,Fruit,177,35.96,Guwahati,Assam,Winter (December),Cold
2023-02-07,Coconut,Fruit,166,37.3,Patna,Bihar,Winter (February),Cold
2023-06-14,Okra,Vegetable,472,36.35,Bangalore,Karnataka,Monsoon (June),Rainy
2024-11-07,Okra,Vegetable,326,43.43,Hyderabad,Telangana,Autumn (November),Mild
2023-08-23,Spinach,Vegetable,209,25.51,Bangalore,Karnataka,Monsoon (August),Rainy
2023-08-05,Papaya,Fruit,289,23.24,Patna,Bihar,Monsoon (August),Rainy
2023-03-22,Watermelon,Fruit,446,19.37,Kochi,Kerala,Summer (March),Hot
2024-11-09,Pumpkin,Vegetable,287,19.04,Guwahati,Assam,Autumn (November),Mild
2024-01-04,Pineapple,Fruit,198,71.19,Hyderabad,Telangana,Winter (January),Cold
2023-01-23,Litchi,Fruit,185,112.34,Chennai,Tamil Nadu,Winter (January),Cold
2023-03-20,Grapes,Fruit,318,81.86,Jaipur,Rajasthan,Summer (March),Hot
2024-08-25,Muskmelon,Fruit,381,38.23,Delhi,Delhi,Monsoon (August),Rainy
2024-12-24,Grapes,Fruit,341,62.19,Lucknow,Uttar Pradesh,Winter (December),Cold
2024-11-27,Pineapple,Fruit,142,60.84,Bhopal,Madhya Pradesh,Autumn (November),Mild
2023-08-20,Pomegranate,Fruit,299,110.58,Chandigarh,Punjab,Monsoon (August),Rainy
2023-11-16,Green Chilli,Vegetable,100,42.45,Bhopal,Madhya Pradesh,Autumn (November),Mild
2024-09-02,Banana,Fruit,385,45.33,Lucknow,Uttar Pradesh,Monsoon (September),Rainy
2024-03-01,Coconut,Fruit,193,45.45,Kolkata,West Bengal,Summer (March),Hot
2024-08-03,Mango,Fruit,409,84.91,Kochi,Kerala,Monsoon (August),Rainy
2024-09-09,Bitter Gourd,Vegetable,256,29.65,Ahmedabad,Gujarat,Monsoon (September),Rainy
2024-04-16,Pomegranate,Fruit,237,165.52,Mumbai,Maharashtra,Summer (April),Hot
2024-10-06,Cluster Beans,Vegetable,159,41.1,Guwahati,Assam,Autumn (October),Mild
2023-06-09,Cucumber,Vegetable,367,17.39,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2023-09-09,Spinach,Vegetable,200,23.48,Chandigarh,Punjab,Monsoon (September),Rainy
2024-11-12,Corn,Vegetable,269,27.57,Kochi,Kerala,Autumn (November),Mild
2023-08-26,Orange,Fruit,291,80.73,Jaipur,Rajasthan,Monsoon (August),Rainy
2023-07-02,Watermelon,Fruit,628,18.15,Chennai,Tamil Nadu,Monsoon (July),Rainy
2023-02-12,Coconut,Fruit,176,37.59,Patna,Bihar,Winter (February),Cold
2023-05-23,Cucumber,Vegetable,607,23.05,Mumbai,Maharashtra,Summer (May),Hot
2023-11-04,French Beans,Vegetable,252,39.67,Kochi,Kerala,Autumn (November),Mild
2024-05-17,Bottle Gourd,Vegetable,334,21.33,Hyderabad,Telangana,Summer (May),Hot
2023-06-30,Cauliflower,Vegetable,287,34.27,Mumbai,Maharashtra,Monsoon (June),Rainy
2024-02-07,Carrot,Vegetable,333,29.97,Chandigarh,Punjab,Winter (February),Cold
2023-05-18,Cucumber,Vegetable,468,20.01,Jaipur,Rajasthan,Summer (May),Hot
2024-03-10,Potato,Vegetable,1155,25.39,Mumbai,Maharashtra,Summer (March),Hot
2024-04-01,Litchi,Fruit,187,68.19,Patna,Bihar,Summer (April),Hot
2023-07-28,Cucumber,Vegetable,333,18.83,Patna,Bihar,Monsoon (July),Rainy
2023-12-12,Spinach,Vegetable,406,19.17,Mumbai,Maharashtra,Winter (December),Cold
2024-08-14,Bottle Gourd,Vegetable,343,18.91,Kolkata,West Bengal,Monsoon (August),Rainy
2023-05-03,Guava,Fruit,191,40.38,Lucknow,Uttar Pradesh,Summer (May),Hot
2024-08-17,Orange,Fruit,352,85.96,Delhi,Delhi,Monsoon (August),Rainy
2024-07-10,Okra,Vegetable,376,25.61,Patna,Bihar,Monsoon (July),Rainy
2024-12-14,Tomato,Vegetable,397,35.29,Jaipur,Rajasthan,Winter (December),Cold
2024-04-09,Spinach,Vegetable,163,21.58,Shimla,Himachal Pradesh,Summer (April),Hot | Ugadi/Gudi Padwa
2023-04-05,Litchi,Fruit,166,88.78,Guwahati,Assam,Summer (April),Hot
2023-07-04,Capsicum,Vegetable,197,53.38,Ahmedabad,Gujarat,Monsoon (July),Rainy
2023-10-24,Bitter Gourd,Vegetable,188,30.84,Lucknow,Uttar Pradesh,Autumn (October),Mild
2024-08-11,Carrot,Vegetable,217,35.09,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2024-09-16,Papaya,Fruit,313,34.96,Delhi,Delhi,Monsoon (September),Rainy
2023-06-08,Beetroot,Vegetable,185,34.73,Hyderabad,Telangana,Monsoon (June),Rainy
2023-12-24,Potato,Vegetable,1015,19.34,Kolkata,West Bengal,Winter (December),Cold
2023-11-05,Garlic,Vegetable,225,79.66,Kolkata,West Bengal,Autumn (November),Mild
2024-04-10,Mango,Fruit,450,73.33,Kochi,Kerala,Summer (April),Hot
2024-07-25,Guava,Fruit,299,38.19,Jaipur,Rajasthan,Monsoon (July),Rainy
2023-07-04,Capsicum,Vegetable,206,56.19,Hyderabad,Telangana,Monsoon (July),Rainy
2024-11-26,Green Chilli,Vegetable,131,51.27,Hyderabad,Telangana,Autumn (November),Mild
2023-07-13,Bitter Gourd,Vegetable,300,28.0,Hyderabad,Telangana,Monsoon (July),Rainy
2024-03-07,Green Chilli,Vegetable,130,47.81,Ahmedabad,Gujarat,Summer (March),Hot
2024-01-03,Onion,Vegetable,815,26.74,Kolkata,West Bengal,Winter (January),Cold
2024-04-05,Bottle Gourd,Vegetable,325,28.33,Mumbai,Maharashtra,Summer (April),Hot
2024-10-10,Carrot,Vegetable,255,37.35,Chandigarh,Punjab,Autumn (October),Mild
2023-05-12,Ginger,Vegetable,119,79.88,Lucknow,Uttar Pradesh,Summer (May),Hot
2023-10-07,Capsicum,Vegetable,387,43.85,Delhi,Delhi,Autumn (October),Mild
2023-09-02,Corn,Vegetable,519,21.31,Delhi,Delhi,Monsoon (September),Rainy
2023-05-31,Strawberry,Fruit,104,162.92,Bangalore,Karnataka,Summer (May),Hot
2023-02-21,Peas,Vegetable,311,53.29,Ahmedabad,Gujarat,Winter (February),Cold
2024-01-01,Papaya,Fruit,317,37.52,Chennai,Tamil Nadu,Winter (January),Cold | New Year
2023-06-26,Papaya,Fruit,478,29.33,Mumbai,Maharashtra,Monsoon (June),Rainy
2023-04-16,Potato,Vegetable,795,23.73,Kolkata,West Bengal,Summer (April),Hot
2024-07-29,Banana,Fruit,509,45.03,Ahmedabad,Gujarat,Monsoon (July),Rainy
2024-09-28,Strawberry,Fruit,119,137.39,Jaipur,Rajasthan,Monsoon (September),Rainy
2024-12-13,Potato,Vegetable,835,17.63,Lucknow,Uttar Pradesh,Winter (December),Cold
2023-08-11,Pumpkin,Vegetable,337,18.88,Ahmedabad,Gujarat,Monsoon (August),Rainy
2024-09-08,Peas,Vegetable,318,66.4,Bangalore,Karnataka,Monsoon (September),Rainy
2024-10-05,Capsicum,Vegetable,263,33.49,Patna,Bihar,Autumn (October),Mild
2024-06-11,Cauliflower,Vegetable,291,30.6,Delhi,Delhi,Monsoon (June),Rainy
2024-07-03,Spinach,Vegetable,97,25.1,Shimla,Himachal Pradesh,Monsoon (July),Rainy
2023-12-22,Peas,Vegetable,350,48.21,Jaipur,Rajasthan,Winter (December),Cold
2024-04-17,Tomato,Vegetable,460,31.04,Chandigarh,Punjab,Summer (April),Hot
2024-01-27,Capsicum,Vegetable,306,49.95,Chennai,Tamil Nadu,Winter (January),Cold
2024-08-27,Green Chilli,Vegetable,146,32.78,Bhopal,Madhya Pradesh,Monsoon (August),Rainy
2024-05-07,Green Chilli,Vegetable,219,47.55,Mumbai,Maharashtra,Summer (May),Hot
2023-04-05,Pomegranate,Fruit,201,143.8,Hyderabad,Telangana,Summer (April),Hot
2024-10-31,Papaya,Fruit,256,35.77,Ahmedabad,Gujarat,Autumn (October),Mild | Diwali
2023-04-11,Onion,Vegetable,647,32.65,Kolkata,West Bengal,Summer (April),Hot
2023-08-27,Spinach,Vegetable,198,19.57,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2023-02-14,Ginger,Vegetable,131,79.24,Bhopal,Madhya Pradesh,Winter (February),Cold | Vasant Panchami
2024-05-12,Orange,Fruit,262,64.79,Bhopal,Madhya Pradesh,Summer (May),Hot
2024-03-21,Okra,Vegetable,346,45.21,Chennai,Tamil Nadu,Summer (March),Hot
2024-02-09,Sapota,Fruit,245,44.04,Kochi,Kerala,Winter (February),Cold
2023-08-17,Pineapple,Fruit,284,54.58,Jaipur,Rajasthan,Monsoon (August),Rainy
2023-04-29,Bitter Gourd,Vegetable,318,38.16,Mumbai,Maharashtra,Summer (April),Hot
2023-06-26,Guava,Fruit,256,42.27,Jaipur,Rajasthan,Monsoon (June),Rainy
2023-01-14,Mango,Fruit,233,96.84,Shimla,Himachal Pradesh,Winter (January),Cold | Makar Sankranti
2023-02-28,Cluster Beans,Vegetable,195,52.41,Mumbai,Maharashtra,Winter (February),Cold
2024-09-26,Sapota,Fruit,155,48.82,Lucknow,Uttar Pradesh,Monsoon (September),Rainy
2023-11-09,Ginger,Vegetable,280,75.7,Mumbai,Maharashtra,Autumn (November),Mild
2024-04-09,Beetroot,Vegetable,248,26.2,Lucknow,Uttar Pradesh,Summer (April),Hot | Ugadi/Gudi Padwa
2023-09-20,Cabbage,Vegetable,209,22.8,Guwahati,Assam,Monsoon (September),Rainy
2024-04-10,Bitter Gourd,Vegetable,259,37.1,Delhi,Delhi,Summer (April),Hot
2024-08-04,Orange,Fruit,257,70.74,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2024-08-26,Coconut,Fruit,436,37.15,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-10-14,Orange,Fruit,349,70.18,Jaipur,Rajasthan,Autumn (October),Mild
2023-12-11,Cabbage,Vegetable,379,14.2,Lucknow,Uttar Pradesh,Winter (December),Cold
2024-11-18,Okra,Vegetable,266,38.02,Lucknow,Uttar Pradesh,Autumn (November),Mild
2024-10-04,Apple,Fruit,437,158.51,Mumbai,Maharashtra,Autumn (October),Mild
2024-01-06,Orange,Fruit,441,58.98,Chandigarh,Punjab,Winter (January),Cold
2024-05-03,Apple,Fruit,195,138.92,Patna,Bihar,Summer (May),Hot
2023-01-14,Cluster Beans,Vegetable,149,52.92,Chandigarh,Punjab,Winter (January),Cold | Makar Sankranti
2024-07-14,Capsicum,Vegetable,182,43.68,Patna,Bihar,Monsoon (July),Rainy
2023-10-30,Grapes,Fruit,270,94.19,Kochi,Kerala,Autumn (October),Mild
2023-07-04,Bottle Gourd,Vegetable,286,15.42,Patna,Bihar,Monsoon (July),Rainy
2024-08-03,Okra,Vegetable,376,27.64,Bhopal,Madhya Pradesh,Monsoon (August),Rainy
2024-05-05,Cauliflower,Vegetable,271,29.33,Kochi,Kerala,Summer (May),Hot
2024-02-29,Banana,Fruit,487,47.24,Jaipur,Rajasthan,Winter (February),Cold
2023-04-13,Coconut,Fruit,221,49.27,Chennai,Tamil Nadu,Summer (April),Hot
2023-05-30,Sapota,Fruit,107,54.96,Shimla,Himachal Pradesh,Summer (May),Hot
2024-10-01,Pineapple,Fruit,204,67.0,Chandigarh,Punjab,Autumn (October),Mild
2024-08-08,Radish,Vegetable,226,27.23,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-08-15,Banana,Fruit,641,55.46,Delhi,Delhi,Monsoon (August),Rainy | Independence Day
2024-07-19,Sapota,Fruit,161,56.03,Ahmedabad,Gujarat,Monsoon (July),Rainy
2024-06-08,Coconut,Fruit,234,32.41,Patna,Bihar,Monsoon (June),Rainy
2024-08-26,Sapota,Fruit,141,50.83,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2023-10-12,Papaya,Fruit,283,36.84,Hyderabad,Telangana,Autumn (October),Mild | Dussehra
2023-07-19,Litchi,Fruit,183,100.39,Kochi,Kerala,Monsoon (July),Rainy
2023-10-08,Watermelon,Fruit,275,19.75,Bhopal,Madhya Pradesh,Autumn (October),Mild
2023-08-15,Papaya,Fruit,292,25.27,Patna,Bihar,Monsoon (August),Rainy | Independence Day
2024-12-21,Strawberry,Fruit,173,100.88,Ahmedabad,Gujarat,Winter (December),Cold
2024-05-19,Ginger,Vegetable,126,102.06,Kochi,Kerala,Summer (May),Hot
2023-07-04,Cucumber,Vegetable,538,22.83,Delhi,Delhi,Monsoon (July),Rainy
2023-12-12,Beetroot,Vegetable,206,26.25,Guwahati,Assam,Winter (December),Cold
2023-04-19,Litchi,Fruit,252,90.17,Bangalore,Karnataka,Summer (April),Hot
2023-11-01,Sweet Potato,Vegetable,253,23.61,Guwahati,Assam,Autumn (November),Mild
2023-06-03,Muskmelon,Fruit,458,28.37,Hyderabad,Telangana,Monsoon (June),Rainy
2024-12-12,Capsicum,Vegetable,245,33.18,Patna,Bihar,Winter (December),Cold
2024-06-22,Onion,Vegetable,446,35.22,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2023-11-29,Beetroot,Vegetable,345,29.74,Mumbai,Maharashtra,Autumn (November),Mild
2024-12-30,Onion,Vegetable,619,24.0,Bhopal,Madhya Pradesh,Winter (December),Cold
2023-01-22,Potato,Vegetable,1079,22.04,Bangalore,Karnataka,Winter (January),Cold
2023-03-06,Bottle Gourd,Vegetable,201,22.92,Lucknow,Uttar Pradesh,Summer (March),Hot
2024-06-24,Potato,Vegetable,403,25.21,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2024-01-20,Sweet Potato,Vegetable,342,28.6,Bangalore,Karnataka,Winter (January),Cold
2024-11-11,Coconut,Fruit,254,28.82,Patna,Bihar,Autumn (November),Mild
2024-08-18,Green Chilli,Vegetable,262,43.32,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-11-23,Cucumber,Vegetable,219,25.43,Bhopal,Madhya Pradesh,Autumn (November),Mild
2023-11-07,Coconut,Fruit,274,37.21,Chandigarh,Punjab,Autumn (November),Mild
2023-05-22,Cabbage,Vegetable,278,21.19,Ahmedabad,Gujarat,Summer (May),Hot
2023-06-02,Pumpkin,Vegetable,226,24.84,Jaipur,Rajasthan,Monsoon (June),Rainy
2023-11-08,Guava,Fruit,320,36.13,Kochi,Kerala,Autumn (November),Mild
2023-02-14,Cucumber,Vegetable,438,24.83,Kolkata,West Bengal,Winter (February),Cold | Vasant Panchami
2024-01-19,Grapes,Fruit,400,79.25,Bangalore,Karnataka,Winter (January),Cold
2023-10-24,Cluster Beans,Vegetable,153,33.18,Patna,Bihar,Autumn (October),Mild
2024-10-24,Cauliflower,Vegetable,357,24.21,Hyderabad,Telangana,Autumn (October),Mild
2023-05-20,Beetroot,Vegetable,169,26.63,Patna,Bihar,Summer (May),Hot
2023-02-26,Orange,Fruit,509,59.5,Hyderabad,Telangana,Winter (February),Cold
2023-12-12,French Beans,Vegetable,252,37.25,Jaipur,Rajasthan,Winter (December),Cold
2023-01-30,Carrot,Vegetable,412,28.23,Hyderabad,Telangana,Winter (January),Cold
2024-02-20,Cucumber,Vegetable,485,28.03,Mumbai,Maharashtra,Winter (February),Cold
2024-01-15,Corn,Vegetable,165,30.92,Guwahati,Assam,Winter (January),Cold
2024-12-25,Ginger,Vegetable,233,87.3,Bangalore,Karnataka,Winter (December),Cold | Christmas
2024-11-02,Carrot,Vegetable,308,34.48,Chandigarh,Punjab,Autumn (November),Mild
2023-10-13,Carrot,Vegetable,257,38.86,Kochi,Kerala,Autumn (October),Mild
2023-03-11,Cucumber,Vegetable,396,25.1,Kochi,Kerala,Summer (March),Hot
2023-10-11,Coconut,Fruit,263,28.03,Bhopal,Madhya Pradesh,Autumn (October),Mild
2024-02-14,Cucumber,Vegetable,458,26.14,Hyderabad,Telangana,Winter (February),Cold | Vasant Panchami
2024-09-07,Pomegranate,Fruit,424,99.74,Ahmedabad,Gujarat,Monsoon (September),Rainy | Ganesh Chaturthi
2024-11-25,Cluster Beans,Vegetable,128,36.38,Patna,Bihar,Autumn (November),Mild
2024-08-16,Pomegranate,Fruit,289,90.37,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2023-01-15,Garlic,Vegetable,265,68.4,Kolkata,West Bengal,Winter (January),Cold
2023-01-25,Sapota,Fruit,242,42.62,Chandigarh,Punjab,Winter (January),Cold
2024-11-01,Sweet Potato,Vegetable,354,21.34,Kolkata,West Bengal,Autumn (November),Mild
2024-02-12,Strawberry,Fruit,114,112.31,Guwahati,Assam,Winter (February),Cold
2024-01-22,Cluster Beans,Vegetable,120,50.29,Chandigarh,Punjab,Winter (January),Cold
2024-08-05,Capsicum,Vegetable,167,53.54,Guwahati,Assam,Monsoon (August),Rainy
2023-11-29,Papaya,Fruit,192,37.58,Chandigarh,Punjab,Autumn (November),Mild
2023-05-17,Capsicum,Vegetable,177,59.97,Hyderabad,Telangana,Summer (May),Hot
2023-08-17,Brinjal,Vegetable,309,26.25,Guwahati,Assam,Monsoon (August),Rainy
2024-11-20,Banana,Fruit,316,59.92,Jaipur,Rajasthan,Autumn (November),Mild
2023-05-18,Pumpkin,Vegetable,190,26.88,Chandigarh,Punjab,Summer (May),Hot
2023-04-16,Carrot,Vegetable,345,38.47,Bangalore,Karnataka,Summer (April),Hot
2023-05-12,Green Chilli,Vegetable,180,38.75,Kolkata,West Bengal,Summer (May),Hot
2023-02-07,Muskmelon,Fruit,262,39.26,Kochi,Kerala,Winter (February),Cold
2023-04-10,Sapota,Fruit,247,44.16,Jaipur,Rajasthan,Summer (April),Hot
2023-07-28,Cauliflower,Vegetable,208,25.42,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2024-02-14,Pomegranate,Fruit,212,111.86,Patna,Bihar,Winter (February),Cold | Vasant Panchami
2024-04-28,Papaya,Fruit,438,23.01,Ahmedabad,Gujarat,Summer (April),Hot
2024-04-28,Litchi,Fruit,288,84.79,Chennai,Tamil Nadu,Summer (April),Hot
2024-11-20,Bitter Gourd,Vegetable,197,41.3,Chennai,Tamil Nadu,Autumn (November),Mild
2023-03-17,Banana,Fruit,573,44.73,Hyderabad,Telangana,Summer (March),Hot
2023-02-18,Cluster Beans,Vegetable,179,48.8,Chennai,Tamil Nadu,Winter (February),Cold
2024-06-06,Potato,Vegetable,564,27.44,Kolkata,West Bengal,Monsoon (June),Rainy
2024-08-30,Grapes,Fruit,254,107.89,Chennai,Tamil Nadu,Monsoon (August),Rainy
2024-08-24,Pineapple,Fruit,370,58.9,Delhi,Delhi,Monsoon (August),Rainy
2023-05-15,Pomegranate,Fruit,175,154.38,Kochi,Kerala,Summer (May),Hot
2024-02-19,Corn,Vegetable,232,29.96,Hyderabad,Telangana,Winter (February),Cold
2023-06-06,Cauliflower,Vegetable,263,31.72,Bangalore,Karnataka,Monsoon (June),Rainy
2023-05-15,Radish,Vegetable,154,22.99,Guwahati,Assam,Summer (May),Hot
2024-12-08,Litchi,Fruit,78,124.01,Shimla,Himachal Pradesh,Winter (December),Cold
2023-08-29,Apple,Fruit,280,156.53,Jaipur,Rajasthan,Monsoon (August),Rainy
2024-12-13,Tomato,Vegetable,461,37.0,Delhi,Delhi,Winter (December),Cold
2024-03-13,Onion,Vegetable,732,29.65,Ahmedabad,Gujarat,Summer (March),Hot
2023-01-03,Ginger,Vegetable,195,77.74,Hyderabad,Telangana,Winter (January),Cold
2024-03-23,Muskmelon,Fruit,385,30.62,Jaipur,Rajasthan,Summer (March),Hot
2024-11-02,Orange,Fruit,454,72.24,Bangalore,Karnataka,Autumn (November),Mild
2024-12-31,Watermelon,Fruit,268,19.28,Bhopal,Madhya Pradesh,Winter (December),Cold
2023-05-09,Pomegranate,Fruit,171,155.7,Kochi,Kerala,Summer (May),Hot
2023-05-09,Cabbage,Vegetable,241,17.22,Patna,Bihar,Summer (May),Hot
2024-09-20,Peas,Vegetable,313,63.68,Bangalore,Karnataka,Monsoon (September),Rainy
2024-03-24,Beetroot,Vegetable,145,29.15,Shimla,Himachal Pradesh,Summer (March),Hot
2023-11-29,Cluster Beans,Vegetable,112,48.05,Guwahati,Assam,Autumn (November),Mild
2023-06-30,Cucumber,Vegetable,327,22.56,Guwahati,Assam,Monsoon (June),Rainy
2023-10-17,Okra,Vegetable,183,42.54,Shimla,Himachal Pradesh,Autumn (October),Mild
2023-11-04,Cauliflower,Vegetable,423,24.54,Chennai,Tamil Nadu,Autumn (November),Mild
2023-12-24,Potato,Vegetable,918,17.3,Lucknow,Uttar Pradesh,Winter (December),Cold
2023-09-23,Orange,Fruit,351,71.58,Kolkata,West Bengal,Monsoon (September),Rainy
2023-09-23,Green Chilli,Vegetable,232,48.21,Mumbai,Maharashtra,Monsoon (September),Rainy
2024-01-13,Coconut,Fruit,249,41.95,Ahmedabad,Gujarat,Winter (January),Cold
2024-03-06,Cucumber,Vegetable,420,21.97,Kolkata,West Bengal,Summer (March),Hot
2024-12-30,Strawberry,Fruit,170,115.35,Bangalore,Karnataka,Winter (December),Cold
2023-05-14,Capsicum,Vegetable,200,63.0,Chennai,Tamil Nadu,Summer (May),Hot
2024-02-09,Peas,Vegetable,280,59.24,Kochi,Kerala,Winter (February),Cold
2023-07-07,Mango,Fruit,497,66.7,Ahmedabad,Gujarat,Monsoon (July),Rainy
2023-11-04,Orange,Fruit,539,75.26,Mumbai,Maharashtra,Autumn (November),Mild
2023-05-26,Orange,Fruit,298,74.91,Ahmedabad,Gujarat,Summer (May),Hot
2023-05-19,Cabbage,Vegetable,296,24.35,Bangalore,Karnataka,Summer (May),Hot
2023-12-26,Sapota,Fruit,226,47.83,Kochi,Kerala,Winter (December),Cold
2023-11-18,Cucumber,Vegetable,259,25.49,Lucknow,Uttar Pradesh,Autumn (November),Mild
2024-09-17,Bottle Gourd,Vegetable,293,21.98,Jaipur,Rajasthan,Monsoon (September),Rainy
2024-08-25,Ginger,Vegetable,211,58.61,Lucknow,Uttar Pradesh,Monsoon (August),Rainy
2024-05-22,Papaya,Fruit,311,20.45,Bhopal,Madhya Pradesh,Summer (May),Hot
2024-11-19,Ginger,Vegetable,231,67.47,Hyderabad,Telangana,Autumn (November),Mild
2024-08-01,Watermelon,Fruit,469,18.2,Kolkata,West Bengal,Monsoon (August),Rainy
2023-09-12,Cucumber,Vegetable,293,23.27,Lucknow,Uttar Pradesh,Monsoon (September),Rainy
2024-02-24,Banana,Fruit,411,40.86,Bhopal,Madhya Pradesh,Winter (February),Cold
2024-08-30,French Beans,Vegetable,121,44.18,Shimla,Himachal Pradesh,Monsoon (August),Rainy
2024-06-30,Okra,Vegetable,546,33.81,Chennai,Tamil Nadu,Monsoon (June),Rainy
2024-04-26,Capsicum,Vegetable,131,50.7,Bhopal,Madhya Pradesh,Summer (April),Hot
